doc_id,citation_count
41175211,75
36988336,75
44604052,75
44153989,75
45225162,75
46601802,75
73972610,75
9018987,75
6441941,75
17044698,75
779979,75
43884033,75
291839045,75
6104924,75
2399258,75
36408430,75
6806344,75
9063830,75
25855808,75
6667738,75
12135982,75
11694642,75
73944864,75
42983256,75
222894879,75
310716842,75
6701416,75
46602024,75
294556730,75
287880641,75
6363473,75
1157640,75
6256368,75
58779728,75
59601479,75
17481812,75
24767582,75
6834066,75
41316321,75
17163741,75
370739,75
28963618,75
693768,75
58981931,75
42830955,75
73905040,75
7564391,75
85863512,75
41529850,75
58948622,75
65867902,75
42143895,75
30860322,75
536800,75
6441871,75
302017398,75
293789698,75
1683191,75
37636910,75
67762498,75
45270335,75
169135098,75
6501284,75
42781032,75
18493799,75
371762,75
6612476,75
6338650,75
5128357,75
42980790,75
1112328,75
142050272,75
6345040,75
19294380,75
6354116,75
139094,75
1589020,75
43886988,75
9426427,75
39408004,75
10128549,75
29556871,75
219325,75
18047336,75
4511274,75
18063645,75
54190589,75
9397826,75
8038823,75
225564524,75
7087700,75
71342326,75
6909078,75
42775400,75
52960571,75
303975585,75
7203468,75
287613195,75
170431129,75
42869149,75
7119563,75
54941050,75
309640116,75
42812160,75
84727931,75
24706562,75
71908905,75
46232030,75
30674126,75
8135154,75
43648965,75
40102526,75
29567940,75
42151660,75
38613757,75
6806659,75
139830513,75
42861520,75
4240970,75
225190736,75
539287,75
41619598,75
154332824,75
310213629,75
154383459,75
39065461,75
36306219,75
36286776,75
25018852,75
232200312,75
311251710,75
4153022,75
36350881,75
7076172,75
42860515,75
6288875,75
42992642,75
3796693,75
6389873,75
37724824,75
55753144,75
54162661,75
301511148,75
931395,75
224976789,75
6431397,75
57073710,75
8251170,75
162576541,75
10357642,75
409979,75
1153330,75
1135067,75
8657356,75
211356975,75
37999497,75
76572894,75
36343167,75
159414989,75
37574959,75
311256796,75
844794,75
30629730,75
6238958,75
145836713,75
54814699,75
6862908,75
76088,75
46207267,75
6841234,75
59382171,75
56352997,75
42831577,75
13243731,75
1389459,75
8746668,75
25017365,75
8251782,75
96617344,75
51491913,75
5122566,75
42142582,75
4157478,75
8127611,75
29497824,75
4404528,75
88822007,75
438534,75
84454288,75
42633377,75
39686542,75
14037228,75
142917688,75
40432402,75
76573032,75
11691725,75
41637659,75
7057304,75
5245864,75
8864433,75
6449307,75
6243069,75
27229656,75
41784615,75
7299301,75
6917473,75
15108660,75
7984414,75
29465837,75
4402249,75
293924098,75
9346742,75
18067847,75
72048575,75
303801764,75
30676854,75
52344844,75
30650605,75
311271209,75
44712533,75
12087805,75
11868587,75
152059824,75
157612720,75
715629,75
42782223,75
154760667,75
42859741,75
5128436,75
8016869,75
31305524,75
6867598,75
42982368,75
37919716,75
719000,75
1252467,75
7020365,75
77106271,75
226775916,75
42635356,75
7011050,75
29589346,75
13801860,75
21781817,75
42846349,75
33571547,75
17182547,75
147705626,75
42485578,75
39426796,75
42688768,75
5245472,75
287852389,75
4041617,75
25736222,75
166222347,75
44495083,75
270722,75
18521250,75
6885285,75
29386661,75
234942,75
67792746,75
78592245,75
4151760,75
42818357,75
74243951,75
292170775,75
206873402,75
291240371,75
29513833,75
345817,75
48406347,75
42809900,75
9255378,75
6366572,75
2119736,75
147682522,75
270138192,74
24936328,74
39411219,74
36318113,74
42679691,74
128425588,74
134659735,74
48036828,74
562353,74
149411582,74
71893372,74
4462556,74
39833058,74
43418226,74
17197825,74
132634848,74
287785120,74
7305010,74
45960610,74
29485048,74
234656,74
43119014,74
2395194,74
310435979,74
6833429,74
2250616,74
135472073,74
42706683,74
18670931,74
7071336,74
336603,74
244435804,74
29426622,74
10675818,74
6818817,74
6237683,74
674567,74
1703095,74
17701922,74
454349,74
11988047,74
6330657,74
59114069,74
46252466,74
28951218,74
735992,74
36344738,74
107783014,74
6287972,74
84769437,74
19828804,74
19205014,74
154383328,74
8255907,74
7130398,74
6779110,74
6238210,74
7067073,74
4190649,74
24803286,74
72052077,74
52205719,74
8099028,74
42951374,74
6698748,74
85855268,74
10162575,74
6257931,74
38632818,74
6919228,74
30315372,74
6667883,74
6494666,74
25020707,74
83714353,74
234762018,74
42893012,74
6603786,74
7056700,74
120254711,74
260091,74
8002383,74
45656624,74
6667832,74
29416265,74
63011198,74
301772087,74
6243062,74
298825759,74
12172799,74
42990490,74
6852052,74
5514351,74
143639114,74
69243916,74
42847280,74
4871870,74
7372099,74
6288983,74
42858526,74
6913319,74
6836222,74
55810825,74
294130158,74
31277437,74
77615909,74
5123498,74
8785506,74
115699366,74
6835535,74
84504774,74
18007610,74
6289651,74
7358077,74
9040704,74
36733132,74
54241691,74
10896372,74
310821442,74
2398490,74
17173955,74
25729863,74
6272242,74
6815589,74
46133461,74
39675113,74
109544888,74
4399377,74
287785526,74
17492176,74
2407687,74
76933323,74
40439282,74
567496,74
19454471,74
169293688,74
30315513,74
6320180,74
57172485,74
43020583,74
42882193,74
8135813,74
24817781,74
6935727,74
6324566,74
40842826,74
7055140,74
234730569,74
6344889,74
26559611,74
345322,74
37832113,74
6440994,74
6366440,74
2249354,74
25536474,74
308754297,74
637987,74
30643770,74
8803482,74
60565023,74
42828229,74
56724137,74
77012309,74
59334150,74
42480910,74
3920437,74
14003210,74
18521339,74
6276992,74
58968724,74
30675760,74
900849,74
232454244,74
18610383,74
2845542,74
74397036,74
161106276,74
6995989,74
37956684,74
4397940,74
44607190,74
17479686,74
54156570,74
310466230,74
53990953,74
6792907,74
42849492,74
43973608,74
50061765,74
6254975,74
6261531,74
42812766,74
9090181,74
178277959,74
234622,74
42832106,74
18016546,74
8755339,74
7227028,74
3931052,74
3837948,74
45951871,74
169309775,74
42882199,74
77632445,74
52214674,74
7359121,74
8251755,74
8099775,74
224643315,74
11871332,74
2251526,74
76388403,74
208349385,74
303640844,74
42877935,74
9325653,74
6431096,74
6710647,74
81085027,74
41801474,74
292792903,74
6988584,74
6668596,74
21789202,74
12164543,74
9315139,74
28970149,74
42860980,74
42814963,74
2259575,74
9948189,74
84987297,74
705808,74
5130386,74
143687003,74
43254606,74
7359433,74
294291323,74
5127195,74
24959696,74
42871322,74
6762266,74
298352574,74
42856631,74
42851751,74
44151103,74
12176712,74
85865056,74
20321179,74
225020193,74
42817473,74
42866581,74
914762,74
8222175,74
4407792,74
46231844,74
7101749,74
1256361,74
55331763,74
6289062,74
298830819,74
304428240,74
8661787,74
2408251,74
6337696,74
45146218,74
230103969,74
6835536,74
6364648,74
29580006,74
84907,74
6428797,74
6942910,74
552297,74
76868350,74
151393343,74
8823730,74
6690500,74
29546177,74
11424760,74
132650346,74
4198752,74
7035109,74
85461673,74
52228101,74
17052340,74
19097479,74
50701918,74
123834753,74
42849298,74
848126,74
33183018,74
332907,74
4156091,74
25705040,74
54751738,74
231655,74
158116693,74
46410126,74
42850156,74
9023902,74
51507291,74
89625025,74
2400969,74
4080028,74
736906,74
86628539,74
42820272,74
4158014,74
56389443,74
1557351,74
9020195,74
5245289,74
25239979,74
6330354,74
61576572,74
13804434,74
81893074,74
54556027,74
7308472,74
42149392,74
237467342,74
203246834,74
38513598,74
6498073,74
7051110,74
54187673,74
11694071,74
4276885,74
28963251,73
37620524,73
17199000,73
55724303,73
58950755,73
42584011,73
38902778,73
4151849,73
28974025,73
55827760,73
6256699,73
8754487,73
303975563,73
2317481,73
16396861,73
17478141,73
83985381,73
41535694,73
213051851,73
6243157,73
42845080,73
76937,73
85780091,73
68994018,73
9045107,73
124277760,73
42820168,73
8663629,73
270248378,73
17205126,73
77602528,73
6781204,73
33917757,73
60556214,73
6440772,73
11700988,73
31460871,73
32319460,73
153889398,73
43885186,73
18512122,73
24946519,73
6674244,73
56651808,73
42999684,73
133649892,73
50069125,73
4870847,73
6606111,73
6431572,73
89383420,73
42138038,73
42476946,73
44605075,73
11708845,73
139130354,73
6709846,73
7310231,73
699414,73
42889348,73
797425,73
41106141,73
96715096,73
8761013,73
18139990,73
20767558,73
42822766,73
25100830,73
69239889,73
42368395,73
17201117,73
2117843,73
42143097,73
44147424,73
42630315,73
14523278,73
45898478,73
4060325,73
7984573,73
44492314,73
24814859,73
89814267,73
41989469,73
50752653,73
6506895,73
50527736,73
297116737,73
56395202,73
62545425,73
601073,73
235073309,73
726985,73
207795169,73
12007605,73
40436225,73
8317975,73
6358751,73
303975461,73
7354516,73
6242879,73
41530963,73
6899853,73
18538465,73
4511263,73
42857621,73
29052112,73
536285,73
9021134,73
11751818,73
6405324,73
310317408,73
17019966,73
17019131,73
9303142,73
15118278,73
6301181,73
308750462,73
139830791,73
21271193,73
7021167,73
42494508,73
6275559,73
211353308,73
7075764,73
60804139,73
6881456,73
260777,73
6257486,73
42828898,73
233474,73
18497447,73
298601775,73
6900193,73
219262,73
45112,73
6941464,73
42878023,73
6303987,73
1134589,73
9991289,73
28016869,73
4415352,73
28972621,73
582012,73
194829436,73
59611812,73
28936876,73
268881567,73
9455447,73
112032465,73
42644983,73
6782315,73
18504574,73
45192548,73
36343087,73
4161228,73
42870673,73
51391782,73
1963758,73
213052362,73
17143690,73
241511,73
7087744,73
82396,73
36656895,73
289760744,73
8255096,73
45163678,73
7354937,73
28968744,73
84504745,73
221172094,73
24801104,73
294291137,73
4381383,73
884995,73
18054813,73
6331015,73
46704259,73
85869344,73
9839375,73
4216966,73
7354260,73
7185410,73
39380865,73
29985950,73
137607503,73
313311542,73
42844670,73
17014641,73
16460737,73
6614880,73
3968109,73
85617,73
6346901,73
701718,73
24724363,73
308876906,73
18479109,73
18087535,73
24697938,73
6860841,73
42818616,73
30733087,73
42856551,73
41994647,73
52641015,73
1320756,73
143629960,73
8753269,73
303976389,73
28553344,73
18047045,73
43968204,73
6703871,73
42992802,73
8017227,73
24745532,73
48794346,73
45721970,73
8753719,73
18600643,73
934432,73
132246625,73
6366004,73
1131170,73
886801,73
33193857,73
17901639,73
2493643,73
48273,73
6441857,73
6673261,73
36668489,73
8016454,73
42478787,73
5509664,73
301542711,73
6623674,73
83102320,73
11792046,73
43120336,73
85613997,73
5125779,73
17153209,73
132431116,73
7289441,73
37882715,73
40772880,73
44616112,73
6257245,73
171841670,73
4147667,73
82245956,73
29175677,73
41529226,73
555521,73
43969101,73
6297007,73
41529630,73
39474885,73
8068340,73
31309509,73
80459140,73
6936917,73
1592034,73
54173835,73
28970577,73
1145764,73
4395353,73
311139716,73
6252381,73
360233,73
4400509,73
76643180,73
6443113,73
24066791,73
388349,73
575798,73
2787975,73
18051971,73
7795515,73
29455575,73
6325266,73
8445174,73
20111725,73
9844222,73
215939765,73
6243005,73
349515,73
7203120,73
43020614,73
7062567,72
42827616,72
11018042,72
61438009,72
42155394,72
8580463,72
18537818,72
85220413,72
37529162,72
11686691,72
290054581,72
37885903,72
43024762,72
85868496,72
9053995,72
42830488,72
141304266,72
26637512,72
41240567,72
10770946,72
87475,72
4400281,72
6793164,72
5096227,72
638806,72
5130253,72
20513484,72
80495022,72
4960880,72
83070,72
37882944,72
30650136,72
8860406,72
7056825,72
19475229,72
60557754,72
25357453,72
123532484,72
70425128,72
287804,72
54186637,72
268847,72
233561,72
1972811,72
83453337,72
162579197,72
138849816,72
1704110,72
2256189,72
7036121,72
42850900,72
42821571,72
8619929,72
82956948,72
45157202,72
1125174,72
43748861,72
160529960,72
11904293,72
134794194,72
15164704,72
813951,72
233176,72
39359741,72
299567540,72
6298525,72
30730742,72
31267853,72
3003658,72
4739373,72
61526649,72
6455280,72
950504,72
42827210,72
123741231,72
10296323,72
7004071,72
5122823,72
45953968,72
5475428,72
258400,72
10345945,72
42869966,72
6290882,72
42884578,72
42827795,72
5244289,72
21760637,72
40433956,72
52284427,72
51392086,72
291240486,72
37979468,72
6300562,72
24716693,72
3774566,72
146472639,72
3627995,72
6449298,72
42808378,72
42851500,72
6502835,72
662942,72
8035333,72
296242772,72
2588640,72
36384702,72
308748986,72
18495573,72
558654,72
7564065,72
221579964,72
42478424,72
127447123,72
42889371,72
1682916,72
164928746,72
42878638,72
149413188,72
6339663,72
80126024,72
6820980,72
5126680,72
6326550,72
487859,72
42847978,72
42816887,72
43288679,72
8852979,72
31307647,72
84118981,72
42899209,72
17618769,72
6295063,72
6988002,72
291240438,72
154006215,72
7358063,72
36626406,72
241336801,72
222572732,72
58976139,72
5128374,72
85971,72
77000272,72
39382215,72
42811496,72
2039491,72
8257933,72
73948720,72
6494027,72
151575612,72
86558772,72
58954227,72
41230056,72
4157602,72
215153,72
557736,72
6792679,72
6258545,72
4856699,72
6793278,72
6668085,72
46661,72
50042210,72
6256339,72
288657,72
20111669,72
4012456,72
887983,72
6508655,72
2352740,72
12172679,72
5514361,72
18621190,72
295438408,72
37915722,72
6258950,72
8016231,72
5180533,72
42370552,72
6690228,72
8015281,72
42138967,72
52213486,72
2404652,72
6674464,72
8432353,72
28951868,72
6298081,72
5125948,72
151392842,72
76733334,72
43256088,72
7225226,72
6297039,72
11696762,72
8428715,72
4207737,72
357229,72
9018988,72
29528163,72
47897026,72
3817430,72
8415548,72
226060369,72
128188669,72
37890583,72
81933,72
130926159,72
6370825,72
109814311,72
6288860,72
85866870,72
43254285,72
149185869,72
6362233,72
59610718,72
85661242,72
4156179,72
42811565,72
77405922,72
42998231,72
21968124,72
4064156,72
42826250,72
33720994,72
62635896,72
7074672,72
58299893,72
85462582,72
41528117,72
91938393,72
11905877,72
39126896,72
268094,72
42832280,72
938863,72
42679822,72
169422710,72
154355742,72
31305345,72
42853509,72
10303963,72
6322644,72
85218478,72
5124499,72
5131299,72
6670762,72
49625167,72
8677253,72
4152374,72
85858496,72
38592220,72
238458447,72
131214244,72
6589692,72
5131062,72
33563034,72
1151955,72
194855377,72
46909219,72
45155300,72
25021306,72
30613673,72
37885862,72
6689994,72
24755604,72
154332718,72
59386652,72
8415196,72
43613019,72
15206115,72
30707640,72
5129494,72
19976167,72
42781622,72
148925016,72
41660677,72
3957151,72
6366477,72
40434892,72
5125868,72
37768329,72
42872157,72
7062434,72
17031440,72
6238793,72
42822647,72
30675688,72
9045108,72
7003894,72
9461,72
9313941,72
270171667,72
42999873,72
31626977,72
42877131,72
42868500,72
43649630,72
37614078,72
42771366,72
9995598,72
2504990,72
12205127,72
7353504,72
295439212,72
7057272,72
300174497,72
29962519,72
8851856,72
8207532,72
85869807,72
54910064,72
50194555,72
13996269,72
190858271,72
6704372,72
335629,72
28617027,72
10127822,72
313235584,72
348241,72
83452571,72
74324008,72
166073119,72
6941501,72
239768931,72
153210154,72
154346709,72
72019403,72
42745013,72
79384265,72
30033611,72
155722208,71
6443491,71
7138712,71
726986,71
298520527,71
42831870,71
63615420,71
33174864,71
41658779,71
5128740,71
10772404,71
42875597,71
19751952,71
45958751,71
55799997,71
43886394,71
39694738,71
54654848,71
1129096,71
300174159,71
2248780,71
18504998,71
11725568,71
36779229,71
6805947,71
42871169,71
54157323,71
4869196,71
13729903,71
330088,71
2540284,71
287612602,71
6388624,71
6252270,71
6337667,71
54161056,71
6332864,71
36679989,71
230154962,71
42847079,71
357815,71
201121642,71
7499547,71
56726283,71
78483756,71
44610862,71
62547233,71
47142687,71
85223282,71
8785947,71
58976450,71
33670000,71
275868543,71
21398637,71
8643896,71
4761551,71
60574438,71
12170045,71
6908394,71
54149563,71
6995608,71
36781178,71
2394341,71
157010235,71
2652979,71
7087872,71
81526,71
29052667,71
7227009,71
42717488,71
245997287,71
6388659,71
40432608,71
45157644,71
85484,71
6806617,71
6256300,71
42714990,71
6274677,71
46728905,71
6942006,71
298823571,71
149718754,71
125856832,71
18065931,71
6814268,71
42633610,71
6296149,71
235903624,71
136302542,71
147675734,71
22352615,71
581130,71
335901,71
6668248,71
42851401,71
81760901,71
59346910,71
45750912,71
127701772,71
24801458,71
8699521,71
54293251,71
6257306,71
232614836,71
6603930,71
125987301,71
6606405,71
2411018,71
6689634,71
44412734,71
8700099,71
3994771,71
85872911,71
42653622,71
2505877,71
52451187,71
42807576,71
12010479,71
6370789,71
6448931,71
70961548,71
37667225,71
25052861,71
876713,71
7087754,71
2252454,71
41647895,71
85865337,71
121054564,71
560502,71
6242638,71
30733279,71
8220697,71
132500671,71
40077273,71
7021200,71
5128904,71
6304294,71
28812143,71
75786328,71
17899873,71
6429828,71
6294055,71
4198826,71
241707,71
946585,71
9018185,71
7425584,71
40023688,71
23107720,71
154333550,71
298828438,71
19898133,71
5122565,71
388267,71
6332926,71
333288,71
42846096,71
36994988,71
11694979,71
300137926,71
39387965,71
17210790,71
235884512,71
78453287,71
85860935,71
125594286,71
6322678,71
12133051,71
29194696,71
59652758,71
5128371,71
6322942,71
310319433,71
584524,71
59393217,71
43658514,71
302702961,71
161255860,71
297012395,71
8201614,71
801270,71
77083489,71
153521822,71
85865218,71
4849837,71
30676247,71
61427880,71
6695267,71
80133382,71
82525397,71
47513476,71
226931400,71
338272,71
42848914,71
7010162,71
7079650,71
6327959,71
42856916,71
7358288,71
29464008,71
190898187,71
10806587,71
5126092,71
41778032,71
48103,71
14039314,71
41337203,71
7304568,71
42149286,71
5839970,71
42827161,71
17138265,71
233465,71
948076,71
71181422,71
84329379,71
17185162,71
42609374,71
38058082,71
19898833,71
85859475,71
310026322,71
289787657,71
9315712,71
338517,71
39407629,71
15143647,71
2254756,71
548977,71
46360296,71
44225024,71
6304189,71
300016430,71
289973259,71
56649942,71
42895882,71
18098958,71
45957902,71
6443093,71
19526174,71
44151712,71
5500802,71
6369034,71
235199669,71
85859673,71
572331,71
7102049,71
55837935,71
219599037,71
5129500,71
44146208,71
3911104,71
42095874,71
127642668,71
43644643,71
32437497,71
3897359,71
4154615,71
31301107,71
6261400,71
52939785,71
85860177,71
151394520,71
1965817,71
232941,71
6341866,71
58980035,71
40026050,71
11351689,71
11700701,71
51393013,71
2666804,71
58975307,71
6295116,71
4404557,71
42736212,71
42846673,71
41008431,71
18069980,71
8419881,71
6958235,71
45149042,71
74253000,71
54178277,71
85598568,71
1687915,71
51288496,71
7080924,71
232984,71
42989596,71
6793044,71
80117902,71
29465869,71
46705985,71
313237843,71
37642490,71
19658889,71
705301,71
4153204,71
37947831,71
1065274,71
76838951,71
46508720,71
4576756,71
42812182,71
7802292,71
4381235,71
30366858,71
56734975,71
8377733,71
40556292,71
86041930,71
42737307,71
84353985,71
36656688,71
227565923,71
13641265,71
1381878,71
336097,71
4399879,71
6332965,71
8009687,71
7142710,71
6341572,71
6391750,71
1495377,71
22497758,71
47136363,71
70284157,71
11696640,71
42852736,71
144546695,71
52986840,71
54231000,70
25993953,70
49536653,70
75781890,70
42867843,70
301569754,70
211356673,70
8632769,70
6351753,70
298048719,70
9426803,70
5234225,70
6602992,70
7985256,70
6670540,70
6366562,70
8295159,70
2255957,70
662823,70
112006036,70
16666227,70
18050158,70
6275762,70
5128107,70
8021442,70
8126687,70
58953074,70
86522108,70
287613903,70
30650648,70
42876028,70
8014237,70
6506686,70
6293779,70
291238473,70
17225329,70
26228632,70
29469447,70
84568647,70
45957436,70
44737559,70
39410061,70
17031306,70
56108883,70
42927020,70
8415758,70
5127472,70
6443539,70
24709782,70
84581503,70
42880406,70
28976636,70
221252816,70
6612521,70
6289670,70
54685369,70
45958870,70
4152970,70
7012733,70
42869501,70
6494181,70
157184349,70
310718392,70
6432267,70
64640847,70
4156558,70
5127523,70
6793097,70
4362357,70
221363,70
2667648,70
11856377,70
6508005,70
76539661,70
2396326,70
18174794,70
25521739,70
170167888,70
76788433,70
67751763,70
21732501,70
6358659,70
6312265,70
5851674,70
9021825,70
8058381,70
42357458,70
18062213,70
291240350,70
42992507,70
6383348,70
8661526,70
6908464,70
1341989,70
6314404,70
8755166,70
18099328,70
4871764,70
8980042,70
30696791,70
195724605,70
311139933,70
26053245,70
6448492,70
1686418,70
86391960,70
2193601,70
57514,70
42853524,70
1320291,70
4423043,70
5095548,70
42880644,70
8057025,70
5128182,70
305450819,70
54172332,70
42389602,70
76922617,70
345011,70
75777872,70
48001319,70
7129339,70
228185531,70
42443677,70
15118374,70
6354968,70
81763,70
7155537,70
235839,70
8702593,70
71251832,70
1588825,70
6925833,70
45446975,70
39670702,70
9899164,70
8295284,70
11686130,70
56722494,70
8748574,70
74246404,70
3838887,70
6303065,70
666806,70
19508327,70
76568411,70
34143980,70
83709174,70
2510349,70
80537,70
82769,70
4913416,70
13804478,70
197512259,70
58978941,70
8014770,70
7152599,70
19531681,70
8677367,70
6792748,70
27493265,70
287612451,70
7304791,70
72047845,70
42844672,70
59102905,70
291237055,70
44153269,70
12099769,70
6880851,70
6242993,70
42865349,70
6354664,70
42826312,70
25087656,70
8136550,70
7083045,70
54612456,70
31236910,70
337133,70
42818734,70
3742862,70
29569577,70
6602866,70
2654461,70
143646416,70
12118402,70
6442060,70
44154645,70
744841,70
30649659,70
85861631,70
154763398,70
33563341,70
50546808,70
42870462,70
22793884,70
737237,70
300023901,70
4150754,70
42857676,70
6337681,70
9057568,70
65265837,70
56113764,70
30675346,70
39372819,70
8250344,70
43649451,70
7300089,70
11812594,70
3176878,70
3817429,70
6361146,70
56685102,70
39411626,70
6796195,70
37884697,70
24793982,70
42870020,70
42824031,70
5123152,70
42831470,70
54149592,70
290371126,70
31426965,70
5117022,70
43609268,70
6699315,70
12148995,70
157766908,70
6256432,70
233991578,70
47142465,70
39428585,70
2407957,70
255951,70
39384559,70
9018240,70
29559728,70
26606748,70
9326113,70
6349799,70
9798383,70
895988,70
47143060,70
8461895,70
12191344,70
24704311,70
6300689,70
6909135,70
50504860,70
11857861,70
40911226,70
4216594,70
1587645,70
52314212,70
287613359,70
42714251,70
253342,70
41798730,70
6792985,70
40435857,70
7056885,70
6443295,70
51229846,70
34010523,70
122563582,70
8701495,70
7353147,70
82398,70
52653316,70
291505107,70
242456,70
42897231,70
5126495,70
17813330,70
9803440,70
60339873,70
226819,70
29554732,70
26136070,70
21020593,70
29567213,70
26141698,70
6698162,70
36989962,70
42885811,70
70380678,70
72048525,70
4153105,70
85974422,70
7075506,70
67746663,70
11729079,70
44615339,70
21774412,70
154402093,70
40924545,70
60564856,70
6665203,70
6344878,70
44234909,70
42862043,70
58982449,70
39406501,70
59288601,70
20309071,70
93183764,70
42855199,70
6849099,70
39834598,70
42861245,70
269265854,70
55039643,70
539137,70
6257266,70
129551248,70
25017814,70
196651348,70
55753918,70
8002718,70
37474909,70
345556,70
6690016,70
8991702,70
42043381,70
29046140,70
42893101,70
143684800,70
6369821,70
54167230,70
6443155,70
152884532,70
43611094,69
42752383,69
78576770,69
6255708,69
6317846,69
47505573,69
4399898,69
61431450,69
558246,69
4384369,69
151543929,69
295707,69
9313409,69
24777132,69
24784971,69
1750984,69
41536967,69
304374642,69
42832631,69
18491742,69
5132280,69
8221024,69
770476,69
290566,69
72049363,69
42682339,69
552835,69
6443387,69
12167054,69
24728650,69
18615045,69
42851934,69
77039165,69
7174423,69
8663553,69
19509252,69
7796061,69
39730134,69
287622030,69
159136036,69
3821507,69
8372517,69
18512559,69
18066900,69
7353183,69
154545156,69
238385209,69
308746212,69
52214396,69
42898134,69
72049446,69
130450543,69
132847201,69
85654240,69
6325265,69
82935,69
42832115,69
158288212,69
19452716,69
147644271,69
12208837,69
76768440,69
6588273,69
42819361,69
42832294,69
54463642,69
8254810,69
20319744,69
85212209,69
18268769,69
18772275,69
550139,69
59383148,69
135888502,69
303032069,69
77038777,69
6427803,69
6344906,69
56703599,69
144945861,69
6792973,69
5123904,69
54158218,69
24970012,69
30339818,69
42805711,69
2773281,69
77019174,69
6820139,69
18262965,69
77407850,69
7066585,69
4007118,69
45149613,69
51941501,69
6670550,69
7355050,69
42706656,69
30631705,69
6605824,69
25065994,69
6256361,69
28951153,69
9016776,69
5128574,69
154402044,69
314560,69
45902648,69
58983113,69
41994268,69
268566,69
289941852,69
6814193,69
42872592,69
45356812,69
287887905,69
3793344,69
50061806,69
42872852,69
311103059,69
85865427,69
4146681,69
40485817,69
8372372,69
31454414,69
6370642,69
55614527,69
17152112,69
7066649,69
13997489,69
59118947,69
42641965,69
43248133,69
42845061,69
142055935,69
40843269,69
42830937,69
11804084,69
83528381,69
233449,69
131656905,69
132413713,69
5123412,69
36987220,69
293789893,69
7355126,69
42821992,69
227103424,69
56383055,69
8699727,69
71381,69
10173,69
161602686,69
42812511,69
303975465,69
1589957,69
6250155,69
6277003,69
154376736,69
42845591,69
5188149,69
2400647,69
161602773,69
29832750,69
1151257,69
6352048,69
30644725,69
42780508,69
11920964,69
42833110,69
8165506,69
156703758,69
31277369,69
5126767,69
292911055,69
43120216,69
42366057,69
36350735,69
153192876,69
38054509,69
716513,69
7195546,69
38609841,69
154402066,69
40369420,69
2395875,69
8676516,69
7037435,69
18048076,69
48547946,69
83706896,69
6690509,69
44742110,69
24775564,69
6849334,69
42992210,69
29053816,69
7143354,69
5124017,69
6255849,69
77023764,69
336263,69
28989385,69
42830828,69
737855,69
138959988,69
7302655,69
52294570,69
18498847,69
42415895,69
4074991,69
4407428,69
54167369,69
42137306,69
12081241,69
308751845,69
7151216,69
6919104,69
6259037,69
2398607,69
74800639,69
19486013,69
42149393,69
4004529,69
154773053,69
152911897,69
3902291,69
6604807,69
30399079,69
276462944,69
211357276,69
1321704,69
172264622,69
311254249,69
18535933,69
1129999,69
19536356,69
42820842,69
268422209,69
308750629,69
658823,69
22395645,69
311109971,69
303998400,69
2253766,69
42341748,69
10448240,69
85861222,69
6885435,69
8460422,69
85864790,69
6833357,69
75783877,69
19956024,69
73904364,69
924273,69
290562711,69
6507537,69
7796189,69
8703515,69
58981072,69
42897151,69
7353341,69
45953703,69
924371,69
128373373,69
7051840,69
6764857,69
18615835,69
13966433,69
75756,69
6342016,69
12169644,69
82247201,69
6277009,69
220937788,69
6501281,69
938864,69
45511122,69
45656377,69
12166623,69
19509524,69
29438208,69
29561284,69
51394553,69
134135,69
7302920,69
310026315,69
6289273,69
214937,69
6899376,69
4366356,69
854363,69
6606124,69
11821899,69
275766974,69
5514350,69
77222256,69
18516897,69
6699951,69
167042118,69
9315768,69
132413793,69
85760779,69
6443003,69
47140066,69
18043032,69
11476985,69
62905695,69
4274400,69
30276285,69
43367026,69
4403359,69
328067,69
4364193,69
18503214,69
52233413,69
4351117,69
6257329,69
3812775,69
6347005,69
45155872,69
385507,69
60552505,69
72105733,69
4271896,69
4255711,69
311245881,69
42814335,69
30084380,69
10365516,69
6710790,69
7091636,69
4433222,69
16690986,69
303862925,69
316157,69
125606454,69
4871390,69
44608012,69
19948937,69
782512,69
11723463,69
6792707,69
155779048,69
43888862,69
240615,68
7072204,68
18098153,68
29017486,68
8439254,68
8700971,68
143689126,68
5209412,68
37748761,68
30312418,68
293378503,68
36719540,68
85864024,68
72831048,68
902728,68
1840208,68
29950170,68
773319,68
14524476,68
7985011,68
127460346,68
14048,68
29416100,68
10147171,68
233182149,68
6857654,68
7292327,68
8802565,68
3922838,68
144714899,68
42856286,68
2671509,68
3584258,68
8377616,68
53998,68
28950265,68
41237871,68
6695195,68
6323839,68
29410487,68
63681,68
2403912,68
36981895,68
42832137,68
33936989,68
42872663,68
6836354,68
42857911,68
6272035,68
3828255,68
76171,68
42541827,68
6806906,68
25005441,68
50067820,68
41178685,68
48833295,68
157685380,68
7071358,68
19519028,68
42885395,68
198236796,68
2406403,68
84144682,68
71346867,68
58965214,68
41652212,68
8984065,68
37998437,68
6250069,68
8015479,68
11700713,68
4410178,68
298827136,68
43652746,68
45957535,68
85867205,68
27765379,68
3716001,68
51398435,68
6242960,68
885128,68
5123138,68
7796705,68
42829373,68
6242849,68
6672636,68
9314703,68
28773189,68
42827229,68
12170050,68
7059766,68
9960453,68
24816470,68
125085883,68
12171047,68
84586058,68
1592103,68
42828247,68
54372150,68
39417874,68
8658893,68
8702434,68
42822524,68
6240099,68
42811369,68
8017412,68
55892110,68
